frame,bbox_topleft_x,bbox_topleft_y,bbox_width,bbox_height,track_id,color,type,speed
0,932,692,129,97,7,9,1,5
0,672,624,172,110,21,9,1,3
1,933,693,129,96,7,9,1,2
1,671,624,173,110,21,9,1,1
2,932,693,129,96,7,9,1,1
2,671,624,172,110,21,9,1,1
3,932,692,129,97,7,9,1,2
3,672,624,172,110,21,9,1,2
4,932,693,129,97,7,9,1,2
4,671,624,172,110,21,9,1,1
5,932,693,129,97,7,9,1,1
5,672,624,172,110,21,9,1,2
6,932,693,129,97,7,9,1,4
6,672,624,172,110,21,9,1,5
7,932,693,129,97,7,9,1,6
7,672,624,171,110,21,9,1,6
8,932,693,129,97,7,9,1,7
8,672,625,172,110,21,9,1,9
9,932,692,129,97,7,9,1,10
9,671,624,172,110,21,9,1,10
10,932,693,129,97,7,9,1,10
10,671,624,172,110,21,9,1,11
11,932,693,129,97,7,9,1,12
11,671,624,172,110,21,9,1,13
12,932,693,129,96,7,9,1,11
12,670,625,173,110,21,9,1,9
13,932,693,129,96,7,9,1,6
13,670,625,173,110,21,9,1,5
14,932,693,129,96,7,9,1,4
14,670,625,173,110,21,9,1,6
15,932,693,129,96,7,9,1,7
15,670,625,173,110,21,9,1,9
16,932,693,129,96,7,9,1,7
16,670,625,173,110,21,9,1,6
17,932,693,129,96,7,9,1,3
17,670,625,173,110,21,9,1,2
18,932,693,129,96,7,9,1,1
18,670,625,173,110,21,9,1,1
19,932,693,129,96,7,9,1,1
19,670,625,173,110,21,9,1,1
20,932,693,129,96,7,9,1,1
20,670,625,173,110,21,9,1,0
21,932,693,129,96,7,9,1,0
21,670,625,173,110,21,9,1,0
22,932,693,129,96,7,9,1,0
22,670,625,173,110,21,9,1,0
23,932,693,129,96,7,9,1,0
23,670,625,173,110,21,9,1,0
24,932,693,129,97,7,9,1,1
24,667,625,176,110,21,9,1,2
25,932,693,129,97,7,9,1,2
25,667,625,176,110,21,9,1,2
26,932,693,129,97,7,9,1,1
26,667,625,176,110,21,9,1,1
27,932,693,130,97,7,9,1,1
27,667,625,176,110,21,9,1,2
28,932,693,129,97,7,9,1,2
28,667,625,176,110,21,9,1,3
29,932,693,129,97,7,9,1,4
29,667,625,176,110,21,9,1,5
30,932,693,129,97,7,9,1,5
30,667,625,176,110,21,9,1,5
31,932,693,129,97,7,9,1,4
31,667,624,176,110,21,9,1,2
32,932,693,129,97,7,9,1,1
32,668,624,175,110,21,9,1,1
33,932,693,129,97,7,9,1,0
33,668,624,175,110,21,9,1,0
34,932,693,129,97,7,9,1,0
34,668,624,175,110,21,9,1,0
35,932,693,129,97,7,9,1,0
35,668,624,175,110,21,9,1,0
36,932,693,129,96,7,9,1,0
36,669,625,174,110,21,9,1,0
37,932,693,129,96,7,9,1,0
37,669,625,174,110,21,9,1,0
38,933,693,129,96,7,9,1,0
38,669,625,174,110,21,9,1,0
39,932,693,129,96,7,9,1,0
39,669,625,174,110,21,9,1,1
40,933,693,129,96,7,9,1,1
40,670,625,173,110,21,9,1,1
41,932,693,129,96,7,9,1,1
41,669,625,174,110,21,9,1,1
42,933,693,129,97,7,9,1,1
42,667,625,176,110,21,9,1,1
43,932,693,128,97,7,9,1,2
43,668,625,175,110,21,9,1,2
44,933,693,128,96,7,9,1,2
44,667,625,176,110,21,9,1,2
45,933,693,128,96,7,9,1,2
45,668,625,175,110,21,9,1,2
46,933,693,128,96,7,9,1,1
46,668,625,175,110,21,9,1,1
47,933,693,128,96,7,9,1,1
47,668,625,175,110,21,9,1,2
48,933,693,129,96,7,9,1,3
48,668,625,175,110,21,9,1,3
49,933,693,129,96,7,9,1,3
49,667,625,175,110,21,9,1,2
50,932,693,129,96,7,9,1,1
50,667,625,176,110,21,9,1,0
51,932,693,130,96,7,9,1,0
51,667,625,176,110,21,9,1,1
52,932,693,130,96,7,9,1,2
52,667,625,176,110,21,9,1,2
53,932,693,130,96,7,9,1,1
53,667,625,176,110,21,9,1,1
54,932,693,130,96,7,9,1,1
54,667,625,176,110,21,9,1,2
55,932,693,130,96,7,9,1,3
55,667,625,176,110,21,9,1,3
56,932,693,130,96,7,9,1,3
56,667,625,176,110,21,9,1,2
57,932,693,130,96,7,9,1,1
57,667,625,176,110,21,9,1,1
58,932,693,130,96,7,9,1,1
58,667,625,176,110,21,9,1,1
59,932,693,130,96,7,9,1,1
59,667,625,176,110,21,9,1,1
60,932,693,130,97,7,9,1,0
