frame,bbox_topleft_x,bbox_topleft_y,bbox_width,bbox_height,track_id,color,type,speed
0,1545,354,207,222,6,4,5,27
0,1800,425,188,157,19,4,5,27
1,1545,355,208,221,6,4,5,27
1,1801,425,186,156,19,4,5,27
2,1545,356,208,220,6,4,5,27
2,1801,425,187,157,19,4,5,27
3,1545,355,208,220,6,4,5,27
3,1801,425,187,157,19,4,5,27
4,1545,355,208,221,6,4,5,27
4,1801,425,187,157,19,4,5,27
5,1545,355,208,221,6,4,5,27
5,1801,425,187,157,19,4,5,27
6,1545,355,208,221,6,4,5,27
6,1801,425,187,157,19,4,5,27
7,1545,355,208,221,6,4,5,26
7,1801,425,187,157,19,4,5,25
8,1545,355,207,221,6,4,5,24
8,1801,425,187,157,19,4,5,23
9,1545,355,207,221,6,4,5,23
9,1801,425,187,157,19,6,0,9
10,1545,355,207,221,6,6,0,9
10,1801,425,187,156,19,6,0,9
11,1545,355,207,221,6,6,0,9
11,1801,425,187,157,19,6,0,9
12,1545,354,207,221,6,6,0,9
12,1801,426,187,156,19,6,0,9
13,1545,354,207,221,6,6,0,9
13,1801,426,187,156,19,6,0,9
14,1545,354,207,221,6,6,0,9
14,1801,426,187,156,19,6,0,9
15,1545,354,207,221,6,6,0,9
15,1801,426,187,155,19,6,0,9
16,1545,354,207,221,6,6,0,9
16,1801,426,187,156,19,6,0,9
17,1545,354,207,221,6,6,0,9
17,1801,426,187,156,19,6,0,9
18,1545,354,207,221,6,6,0,9
18,1801,426,187,156,19,6,0,9
19,1545,354,207,221,6,6,0,9
19,1801,426,187,156,19,6,0,9
20,1545,354,207,221,6,6,0,9
20,1801,426,187,155,19,6,0,9
21,1545,354,207,222,6,6,0,9
21,1801,426,187,155,19,6,0,10
22,1545,354,207,221,6,6,0,10
22,1801,426,187,155,19,6,0,10
23,1545,354,207,221,6,6,0,10
23,1801,426,187,155,19,6,0,10
24,1545,354,207,221,6,6,0,10
24,1802,426,186,155,19,6,0,10
25,1545,354,207,221,6,6,0,10
25,1802,426,186,155,19,6,0,10
26,1545,354,207,221,6,6,0,10
26,1802,426,186,155,19,6,0,10
27,1545,354,207,221,6,6,0,9
27,1802,426,186,155,19,6,0,9
28,1545,354,207,221,6,6,0,9
28,1802,426,186,155,19,6,0,9
29,1545,354,207,221,6,6,0,9
29,1802,426,186,155,19,6,0,10
30,1545,354,207,221,6,6,0,10
30,1802,426,186,155,19,6,0,10
31,1545,354,207,221,6,6,0,10
31,1802,426,186,155,19,6,0,10
32,1545,354,207,221,6,6,0,10
32,1802,426,186,155,19,6,0,11
33,1545,354,207,221,6,6,0,11
33,1802,426,186,155,19,6,0,12
34,1545,354,207,221,6,6,0,12
34,1802,426,186,155,19,6,0,12
35,1545,354,207,221,6,6,0,12
35,1802,426,186,155,19,6,4,33
36,1545,354,207,222,6,6,4,33
36,1801,426,187,155,19,6,4,33
37,1545,354,207,222,6,6,4,33
37,1801,426,187,156,19,6,4,33
38,1545,353,207,222,6,6,4,32
38,1801,426,187,156,19,6,4,32
39,1545,353,207,222,6,6,4,32
39,1801,426,187,156,19,6,4,32
40,1545,353,208,222,6,6,4,32
40,1802,426,186,155,19,6,4,32
